Commodity,Pid,Year,Production,Consumption,Country
Renewable energy,13,2000,0.015982793,0.0166954,Austria
Renewable energy,13,2001,0.018328327,0.019145791,Austria
Renewable energy,13,2002,0.017100899,0.017946643,Austria
Renewable energy,13,2003,0.020526725,0.021404406,Austria
Renewable energy,13,2004,0.029252528,0.030147276,Austria
Renewable energy,13,2005,0.036695302,0.040099302,Austria
Renewable energy,13,2006,0.048235246,0.060463746,Austria
Renewable energy,13,2007,0.058551476,0.072820527,Austria
Renewable energy,13,2008,0.060284675,0.077720423,Austria
Renewable energy,13,2009,0.059319957,0.081433263,Austria
Renewable energy,13,2010,0.062102578,0.083669717,Austria
Renewable energy,13,2011,0.061825605,0.083495212,Austria
Renewable energy,13,2012,0.068688178,0.090134069,Austria
Renewable energy,13,2013,0.077085154,0.095951265,Austria
Renewable energy,13,2014,0.082155597,0.10556782,Austria
Renewable energy,13,2015,0.093630423,0.121494712,Austria
Renewable energy,13,2016,0.099785707,0.122898605,Austria
Renewable energy,13,2017,0.11485274,0.135028225,Austria
Renewable energy,13,2018,0.110246342,0.131320827,Austria
Renewable energy,13,2019,0.121000942,0.142379801,Austria
Renewable energy,14,1965,,,Azerbaijan
Renewable energy,14,1966,,,Azerbaijan
Renewable energy,14,1967,,,Azerbaijan
Renewable energy,14,1968,,,Azerbaijan
Renewable energy,14,1969,,,Azerbaijan
Renewable energy,14,1970,,,Azerbaijan
Renewable energy,14,1971,,,Azerbaijan
Renewable energy,14,1972,,,Azerbaijan
Renewable energy,14,1973,,,Azerbaijan
Renewable energy,14,1974,,,Azerbaijan
Renewable energy,14,1975,,,Azerbaijan
Renewable energy,14,1976,,,Azerbaijan
Renewable energy,14,1977,,,Azerbaijan
Renewable energy,14,1978,,,Azerbaijan
Renewable energy,14,1979,,,Azerbaijan
Renewable energy,14,1980,,,Azerbaijan
Renewable energy,14,1981,,,Azerbaijan
Renewable energy,14,1982,,,Azerbaijan
Renewable energy,14,1983,,,Azerbaijan
Renewable energy,14,1984,,,Azerbaijan
Renewable energy,14,1985,0,0,Azerbaijan
Renewable energy,14,1986,0,0,Azerbaijan
Renewable energy,14,1987,0,0,Azerbaijan
Renewable energy,14,1988,0,0,Azerbaijan
Renewable energy,14,1989,0,0,Azerbaijan
Renewable energy,14,1990,0,0,Azerbaijan
Renewable energy,14,1991,0,0,Azerbaijan
Renewable energy,14,1992,0,0,Azerbaijan
Renewable energy,14,1993,0,0,Azerbaijan
Renewable energy,14,1994,0,0,Azerbaijan
Renewable energy,14,1995,0,0,Azerbaijan
Renewable energy,14,1996,0,0,Azerbaijan
Renewable energy,14,1997,0,0,Azerbaijan
Renewable energy,14,1998,0,0,Azerbaijan
Renewable energy,14,1999,0,0,Azerbaijan
Renewable energy,14,2000,0,0,Azerbaijan
Renewable energy,14,2001,0,0,Azerbaijan
Renewable energy,14,2002,0,0,Azerbaijan
Renewable energy,14,2003,0,0,Azerbaijan
Renewable energy,14,2004,0,0,Azerbaijan
Renewable energy,14,2005,0,0,Azerbaijan
Renewable energy,14,2006,0,0,Azerbaijan
Renewable energy,14,2007,0,0,Azerbaijan
Renewable energy,14,2008,0,0,Azerbaijan
Renewable energy,1.40E+01,2009,1.98E-05,1.98E-05,Azerbaijan
Renewable energy,1.40E+01,2010,4.69E-06,4.69E-06,Azerbaijan
Renewable energy,14,2011,0,0,Azerbaijan
Renewable energy,14,2012,0,0,Azerbaijan
Renewable energy,14,2013,0.000632277,0.000632277,Azerbaijan
Renewable energy,14,2014,0.000844707,0.000844707,Azerbaijan
Renewable energy,14,2015,0.000911625,0.000911625,Azerbaijan
Renewable energy,14,2016,0.001315891,0.001315891,Azerbaijan
Renewable energy,14,2017,0.00130005,0.00130005,Azerbaijan
Renewable energy,14,2018,0.001812379,0.001812379,Azerbaijan
Renewable energy,14,2019,0.002313677,0.002313677,Azerbaijan
Renewable energy,16,1965,,,Bahrain
Renewable energy,16,1966,,,Bahrain
Renewable energy,16,1967,,,Bahrain
Renewable energy,16,1968,,,Bahrain
Renewable energy,16,1969,,,Bahrain
Renewable energy,16,1970,,,Bahrain
Renewable energy,16,1971,,,Bahrain
Renewable energy,16,1972,,,Bahrain
Renewable energy,16,1973,,,Bahrain
Renewable energy,16,1974,,,Bahrain
Renewable energy,16,1975,,,Bahrain
Renewable energy,16,1976,,,Bahrain
Renewable energy,16,1977,,,Bahrain
Renewable energy,16,1978,,,Bahrain
Renewable energy,16,1979,,,Bahrain
Renewable energy,16,1980,,,Bahrain
Renewable energy,16,1981,,,Bahrain
Renewable energy,16,1982,,,Bahrain
Renewable energy,16,1983,,,Bahrain
Renewable energy,16,1984,,,Bahrain
Renewable energy,16,1985,,,Bahrain
Renewable energy,16,1986,,,Bahrain
Renewable energy,16,1987,,,Bahrain
Renewable energy,16,1988,,,Bahrain
Renewable energy,16,1989,,,Bahrain
Renewable energy,16,1990,,,Bahrain
Renewable energy,16,1991,,,Bahrain
Renewable energy,16,1992,,,Bahrain
Renewable energy,16,1993,,,Bahrain
Renewable energy,16,1994,,,Bahrain
Renewable energy,16,1995,,,Bahrain
Renewable energy,16,1996,,,Bahrain
Renewable energy,16,1997,,,Bahrain
Renewable energy,16,1998,,,Bahrain
Renewable energy,16,1999,,,Bahrain
Renewable energy,16,2000,,,Bahrain
Renewable energy,16,2001,,,Bahrain
Renewable energy,16,2002,,,Bahrain
Renewable energy,16,2003,,,Bahrain
Renewable energy,16,2004,,,Bahrain
Renewable energy,16,2005,,,Bahrain
Renewable energy,16,2006,,,Bahrain
Renewable energy,16,2007,,,Bahrain
Renewable energy,16,2008,,,Bahrain
Renewable energy,16,2009,,,Bahrain
Renewable energy,16,2010,,,Bahrain
Renewable energy,16,2011,,,Bahrain
Renewable energy,16,2012,,,Bahrain
Renewable energy,16,2013,,,Bahrain
Renewable energy,16,2014,,,Bahrain
Renewable energy,16,2015,,,Bahrain
Renewable energy,16,2016,,,Bahrain
Renewable energy,16,2017,,,Bahrain
Renewable energy,16,2018,,,Bahrain
Renewable energy,16,2019,,,Bahrain
Renewable energy,17,1971,0,0,Bangladesh
Renewable energy,17,1972,0,0,Bangladesh
Renewable energy,17,1973,0,0,Bangladesh
Renewable energy,17,1974,0,0,Bangladesh
Renewable energy,17,1975,0,0,Bangladesh
Renewable energy,17,1976,0,0,Bangladesh
Renewable energy,17,1977,0,0,Bangladesh
Renewable energy,17,1978,0,0,Bangladesh
Renewable energy,17,1979,0,0,Bangladesh
Renewable energy,17,1980,0,0,Bangladesh
Renewable energy,17,1981,0,0,Bangladesh
Renewable energy,17,1982,0,0,Bangladesh
Renewable energy,17,1983,0,0,Bangladesh
Renewable energy,17,1984,0,0,Bangladesh
Renewable energy,17,1985,0,0,Bangladesh
Renewable energy,17,1986,0,0,Bangladesh
Renewable energy,17,1987,0,0,Bangladesh
Renewable energy,17,1988,0,0,Bangladesh
Renewable energy,17,1989,0,0,Bangladesh
Renewable energy,17,1990,0,0,Bangladesh
Renewable energy,17,1991,0,0,Bangladesh
Renewable energy,17,1992,0,0,Bangladesh
Renewable energy,17,1993,0,0,Bangladesh
Renewable energy,17,1994,0,0,Bangladesh
Renewable energy,17,1995,0,0,Bangladesh
Renewable energy,17,1996,0,0,Bangladesh
Renewable energy,17,1997,0,0,Bangladesh
Renewable energy,17,1998,0,0,Bangladesh
Renewable energy,17,1999,0,0,Bangladesh
Renewable energy,17,2000,0,0,Bangladesh
Renewable energy,17,2001,0,0,Bangladesh
Renewable energy,1.70E+01,2002,9.87E-07,9.87E-07,Bangladesh
Renewable energy,1.70E+01,2003,8.83E-06,8.83E-06,Bangladesh
Renewable energy,1.70E+01,2004,1.85E-05,1.85E-05,Bangladesh
Renewable energy,1.70E+01,2005,3.29E-05,3.29E-05,Bangladesh
Renewable energy,1.70E+01,2006,6.74E-05,6.74E-05,Bangladesh
Renewable energy,17,2007,0.000101363,0.000101363,Bangladesh
Renewable energy,17,2008,0.000172006,0.000172006,Bangladesh
Renewable energy,17,2009,0.000294667,0.000294667,Bangladesh
Renewable energy,17,2010,0.000482466,0.000482466,Bangladesh
Renewable energy,17,2011,0.000620396,0.000620396,Bangladesh
Renewable energy,17,2012,0.000927273,0.000927273,Bangladesh
Renewable energy,17,2013,0.001287016,0.001287016,Bangladesh
Renewable energy,17,2014,0.001631172,0.001631172,Bangladesh
Renewable energy,17,2015,0.001917518,0.001917518,Bangladesh
Renewable energy,17,2016,0.002041111,0.002041111,Bangladesh
Renewable energy,17,2017,0.002584179,0.002584179,Bangladesh
Renewable energy,17,2018,0.002779327,0.002779327,Bangladesh
Renewable energy,17,2019,0.003863997,0.003863997,Bangladesh
Renewable energy,19,1965,,,Belarus
Renewable energy,19,1966,,,Belarus
Renewable energy,19,1967,,,Belarus
Renewable energy,19,1968,,,Belarus
Renewable energy,19,1969,,,Belarus
Renewable energy,19,1970,,,Belarus
Renewable energy,19,1971,,,Belarus
Renewable energy,19,1972,,,Belarus
Renewable energy,19,1973,,,Belarus
Renewable energy,19,1974,,,Belarus
Renewable energy,19,1975,,,Belarus
Renewable energy,19,1976,,,Belarus
Renewable energy,19,1977,,,Belarus
Renewable energy,19,1978,,,Belarus
Renewable energy,19,1979,,,Belarus
Renewable energy,19,1980,,,Belarus
Renewable energy,19,1981,,,Belarus
Renewable energy,19,1982,,,Belarus
Renewable energy,19,1983,,,Belarus
Renewable energy,19,1984,,,Belarus
Renewable energy,19,1985,0,0,Belarus
Renewable energy,19,1986,0,0,Belarus
Renewable energy,19,1987,0,0,Belarus
Renewable energy,19,1988,0,0,Belarus
Renewable energy,19,1989,0,0,Belarus
Renewable energy,19,1990,0,0,Belarus
Renewable energy,19,1991,0,0,Belarus
Renewable energy,19,1992,0,0,Belarus
Renewable energy,19,1993,0,0,Belarus
Renewable energy,19,1994,0,0,Belarus
Renewable energy,19,1995,0,0,Belarus
Renewable energy,19,1996,0,0,Belarus
Renewable energy,19,1997,0,0,Belarus
Renewable energy,19,1998,0,0,Belarus
Renewable energy,19,1999,0,0,Belarus
Renewable energy,19,2000,0,0,Belarus
Renewable energy,19,2001,0,0,Belarus
Renewable energy,19,2002,0,0,Belarus
Renewable energy,19,2003,0,0,Belarus
Renewable energy,1.90E+01,2004,9.84E-06,9.84E-06,Belarus
Renewable energy,1.90E+01,2005,9.68E-06,9.68E-06,Belarus
Renewable energy,1.90E+01,2006,2.89E-05,2.89E-05,Belarus
Renewable energy,19,2007,0.000143438,0.000143438,Belarus
Renewable energy,19,2008,0.000323106,0.000619106,Belarus
Renewable energy,19,2009,0.000576111,0.001427111,Belarus
Renewable energy,19,2010,0.000797853,0.002203853,Belarus
Renewable energy,19,2011,0.000923598,0.002070598,Belarus
Renewable energy,19,2012,0.000936545,0.002157545,Belarus
Renewable energy,19,2013,0.000833205,0.001795205,Belarus
Renewable energy,19,2014,0.000824551,0.001850373,Belarus
Renewable energy,19,2015,0.001293214,0.002100553,Belarus
Renewable energy,19,2016,0.001747278,0.002481088,Belarus
Renewable energy,19,2017,0.002628,0.003367221,Belarus
Renewable energy,19,2018,0.002916842,0.003707405,Belarus
Renewable energy,19,2019,0.00303103,0.003826422,Belarus
Renewable energy,21,1965,0,0,Belgium
Renewable energy,21,1966,0,0,Belgium
Renewable energy,21,1967,0,0,Belgium
Renewable energy,21,1968,0,0,Belgium
Renewable energy,21,1969,0,0,Belgium
Renewable energy,21,1970,0,0,Belgium
Renewable energy,21,1971,0,0,Belgium
Renewable energy,21,1972,0,0,Belgium
Renewable energy,21,1973,0.00116,0.00116,Belgium
Renewable energy,21,1974,0.00108,0.00108,Belgium
Renewable energy,21,1975,0.00083,0.00083,Belgium
Renewable energy,21,1976,0.00057,0.00057,Belgium
Renewable energy,21,1977,0.00247,0.00247,Belgium
Renewable energy,21,1978,0.0026,0.0026,Belgium
Renewable energy,21,1979,0.00315,0.00315,Belgium
Renewable energy,21,1980,0.003,0.003,Belgium
Renewable energy,21,1981,0.00291,0.00291,Belgium
Renewable energy,21,1982,0.00046,0.00046,Belgium
Renewable energy,21,1983,0.00022,0.00022,Belgium
Renewable energy,21,1984,0.00024,0.00024,Belgium
Renewable energy,21,1985,0.00053,0.00053,Belgium
Renewable energy,21,1986,0.00119,0.00119,Belgium
Renewable energy,21,1987,0.00148,0.00148,Belgium
Renewable energy,21,1988,0.00188,0.00188,Belgium
Renewable energy,21,1989,0.00198,0.00198,Belgium
Renewable energy,21,1990,0.00289,0.00289,Belgium
Renewable energy,21,1991,0.00307,0.00307,Belgium
Renewable energy,21,1992,0.00276,0.00276,Belgium
Renewable energy,21,1993,0.00253,0.00253,Belgium
Renewable energy,21,1994,0.00254,0.00254,Belgium
Renewable energy,21,1995,0.0033,0.0033,Belgium
Renewable energy,21,1996,0.00322,0.00322,Belgium
Renewable energy,21,1997,0.00283,0.00283,Belgium
Renewable energy,21,1998,0.0037,0.0037,Belgium
Renewable energy,21,1999,0.00509,0.00509,Belgium
Renewable energy,21,2000,0.00584,0.00584,Belgium
Renewable energy,21,2001,0.006298831,0.006298831,Belgium
Renewable energy,21,2002,0.007679613,0.007679613,Belgium
Renewable energy,21,2003,0.009268269,0.009268269,Belgium
Renewable energy,21,2004,0.011499363,0.011499363,Belgium
Renewable energy,21,2005,0.017604684,0.017604684,Belgium
Renewable energy,21,2006,0.024951509,0.024951509,Belgium
Renewable energy,21,2007,0.029615063,0.029615063,Belgium
Renewable energy,21,2008,0.038088447,0.038088447,Belgium
Renewable energy,21,2009,0.048270556,0.053805585,Belgium
Renewable energy,21,2010,0.058031379,0.073048385,Belgium
Renewable energy,21,2011,0.076322128,0.091170916,Belgium
Renewable energy,21,2012,0.093664681,0.108331354,Belgium
Renewable energy,21,2013,0.104082582,0.118591986,Belgium
Renewable energy,21,2014,0.109708329,0.127078557,Belgium
Renewable energy,21,2015,0.129265875,0.140152991,Belgium
Renewable energy,21,2016,0.126589846,0.144874878,Belgium
Renewable energy,21,2017,0.1403829,0.160226039,Belgium
Renewable energy,21,2018,0.150649526,0.170338787,Belgium
Renewable energy,21,2019,0.165860786,0.1855423,Belgium
Renewable energy,26,1970,,,Bolivia
Renewable energy,26,1971,,,Bolivia
Renewable energy,26,1972,,,Bolivia
Renewable energy,26,1973,,,Bolivia
Renewable energy,26,1974,,,Bolivia
Renewable energy,26,1975,,,Bolivia
Renewable energy,26,1976,,,Bolivia
Renewable energy,26,1977,,,Bolivia
Renewable energy,26,1978,,,Bolivia
Renewable energy,26,1979,,,Bolivia
Renewable energy,26,1980,,,Bolivia
Renewable energy,26,1981,,,Bolivia
Renewable energy,26,1982,,,Bolivia
Renewable energy,26,1983,,,Bolivia
Renewable energy,26,1984,,,Bolivia
Renewable energy,26,1985,,,Bolivia
Renewable energy,26,1986,,,Bolivia
Renewable energy,26,1987,,,Bolivia
Renewable energy,26,1988,,,Bolivia
Renewable energy,26,1989,,,Bolivia
Renewable energy,26,1990,,,Bolivia
Renewable energy,26,1991,,,Bolivia
Renewable energy,26,1992,,,Bolivia
Renewable energy,26,1993,,,Bolivia
Renewable energy,26,1994,,,Bolivia
Renewable energy,26,1995,,,Bolivia
Renewable energy,26,1996,,,Bolivia
Renewable energy,26,1997,,,Bolivia
Renewable energy,26,1998,,,Bolivia
Renewable energy,26,1999,,,Bolivia
Renewable energy,26,2000,,,Bolivia
Renewable energy,26,2001,,,Bolivia
Renewable energy,26,2002,,,Bolivia
Renewable energy,26,2003,,,Bolivia
Renewable energy,26,2004,,,Bolivia
Renewable energy,26,2005,,,Bolivia
Renewable energy,26,2006,,,Bolivia
Renewable energy,26,2007,,,Bolivia
Renewable energy,26,2008,,,Bolivia
Renewable energy,26,2009,,,Bolivia
